,ComplaintTrain,ComplaintTrainLabel,EmotionTrain,EmotionTrainLabel,SentimentTrain,SentimentTrainLabel,SarcasmTrain,SarcasmTrainLabel
2412,again with their crappy customer service ! make u wait on hold for hours then ask for u to call back later . what ? ! ! ughh,1,no i am still in an endless loop . it is requiring me to enter aws nickname and email address . things i already have .,4,love it when i almost die rear ended by a semi cause my jeep turns off again . one day they will fix it jeepsucks chrysler,2,and maybe the tories will lose a few votes so always a silver lining . . .,1
2413,your tv commercial with 2 kids and 2 monsters fighting in odyssey is so annoying . loud ! please replace with an appealing ad .,1,have still not fixed the broadband . despite at least 2 assurances in 48 hours .,0,we want that album to come first thanks,2,love everything about this game once i got used to the older school mechanics such as my sound settings angles favored bomb sites crosses and of course tactical gameplay . i also loved the idea of them putting doors on the maps that was genius imo . creativity at its finest,1
2414,thank you,0,i m regreting to purchase g5s plus moto .,4,via the settings ? that s how i do it on master t s,1,do not bring logic into this you anti feminist . you cannot bring facts in here this is an oppression meeting .,1
2415,omg i just used the fenty beauty foundation for the first time and i am in love ! it is so soft and,0,was happy to find out had an app to watch all their shows until 6 episodes in it stops working . thanks !,4,i have been stuck in one place in this arby s drive through for 20 minutes . there is no way out . ama .,0,tell me why i open insta and the first thing i see is junhong s ass with a weave on smh the way i love this boy,0
2416,amazing point . i have settings on my phone for that . i m sure i m not alone . i wonder if fsa can disabl,0,is the worst . .,0,gene belcher doing performance art of my life,1,let us just make up what they are let us get the american academy of pain management and all drs who treat physical symptoms get together and create a dsm . cpp can vote too ok all what disorder does prop have ? dysnunyabizness ? narcissistic physicians disorder ? let us vote .,1
2417,not an onion onion story,0,a lot of youtubers seem to become popular and make lots of money even though they are terrible people so how succes,0,that is weak,0,congratulations for possibly being the only hotel in the uae who refuses to allow people to use their wifi in the lobby if you are not a hotel guest .,1
2418,basically,0,hi i returned an item last week . can i get a status on refund ?,3,photo printing quality suck why ? ? m277dw hppsdr ljhelp,0,one of my favourite relationship tropes is big scary looking man who is secretly a softie married to tiny ferocious woman,1
2419,i am in the running to win a free luxury coil on coil pillow top mattress from giveaway,0,within 48 hours,3,,1,lol i am dying two parents arguing over who is more overprotective on,0
2420,so many new pf17 arrivals on check it out ! !,0,you are not big you are not clever it is late and you are showing off,0,maybe someday i ll make it to festival of the arts . .,2,we will miss her when she is gone all the same . this is powerful . . some of our politicians could take notes,1
2421,deadfall 1993 is playing deadfall 2012 on showtime streaming . using playstation vue .,1,policy to change a flight is ridiculous,0,when you pose silly with the movie poster to win a gift card shamelessplug greatestshowfan sweepstakes,2,no . its right . she was not a whistle blower she was a leaker of classified information . she went for the notoriety instead ms winner should have the company of manning and snowden as well .,0
2422,thanks for ignoring all my tweets,1,hi i purchased something on the 19th december and it was shipped on the 21st and it has still not yet arrived ?,4,dad you finally get me !,1,my favorite,0
2423,the hate in this world makes me ashamed to be human . seriously we are all stuck here together . end the shit already !,0,omg ily and miss you frowning face,4,i have literally had a decade of practice so i am pretty good and old good lord,2,very nice ! cjsin69inmaryland,0
2424,love your product ! what metal is the lid of the tampon containers made of ? i want to make sure i p,0,i have . please check .,3,is it possible to stop evil sleep paralysis from happening ?,0,something else i will say is that i am looking up the pok copyright dex for the new game on serebii and some of these designs names are fucking hilarious . coalossal ? a golem aggron looking fucker with a pile of coal on its bag ? wow okay .,0
2425,sure wish i had read the reviews first . now mine is broke and you will not honor the warranty !,1,do chameleons bones glow ? steemit science chameleon fluorescence,3,thanks ! when does this change as i thought it had been phased out ?,2,tune in speaking with brian in just a few minutes on listen live,0
2426,need help with web check in . for some reason it error ed on me tells me i have checked in i haven t .,1,just in case you thought i was fucking around,3,why you messing with me,1,same ! i will see them on monday do not call mee,0
2427,must of been the guys last day an said eff it,0,moplc18 i m here ! looking for any of my tweet peeps ! ? ! ? ! ?,3,i have watched so much stuff about bitcoin and i still just do not get it ! i need a bitcoin guide for dummies !,1,mason rudolph will end up being a better nfl quarterback than lamar jackson .,0
2428,john mccrea s vibraslap,0,only 8 years ? feels like at least 36,3,can u help me to delete my new account . i should login but i make mistake to create new account with the same data,2,known fact that majority of the intn l students come from india ! to meet high education fees an indian family takes many financial risks when they see that they do not have a chance to earn a stable life for their edu loan they chose other countries with fairer imm sys . pass386,0
